candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,@mention,z_score
jim acosta,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
steve bannon,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
texas legislature,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mass shootings,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
email mps,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
arts funding,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
egyptian leader,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
scott adams,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
drudge style,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
americans trust,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
state legislators,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kenyan marxist,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
republican house,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
democratic party,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the people,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fmr trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
marijuana legalization,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
better argument,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tulsi gabbard,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tiffany trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hong kong,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump lies,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the economist,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
uranium deal,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
us neptune,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trade suckers,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
new yorker,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bill clinton,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gop senate,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0585446207472
inciting violence,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
china prez,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tom ashbrook,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tyt politics,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mountain dew,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tom brady,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
paul manafort,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the right,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fake peers,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump voters,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
campaign coordinated,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
darth vader,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
republican party,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hurt trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
offered money,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
african americans,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sam zell,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
vanity fair,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
navajo nation,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
day strikes,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
campaign promises,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
falling apart,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
paintball gun,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cambridge analytica,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
david friedman,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bert briedwell,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kellyanne conway,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ian irvine,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gentry beach,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
yogi adityanath,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
detective benjals,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fla retreat,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
previously insulting,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jeff sachs,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
toon trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
suzie q,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hilariously spoofs,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mi,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ds+ossoff=anti-trump,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
goddammit,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
anyway,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
meanwhile,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
however,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
duke,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
s.c,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
ks,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wv,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wi,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
man,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
doj,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
love,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
happen,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
d0j,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
trum0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
u4,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
u.n,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
s.j.res.18,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
espn,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,-0.0585446207472
cuck,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
movie,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
eo,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sk,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ig,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
plo,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lock,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ev,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
la,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
xxi,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
expand,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bad,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hs,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lies,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
entire,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ur,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
pch,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
shit,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fl,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nz,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nj,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nra,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.0585446207472
hid,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
poc,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
epm,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
half,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cps,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
far,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
defund,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
asap,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fp,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
home,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
oops,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ci,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
vote,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
imax,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kac,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
md,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ct,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fsb,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
flotus,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.0585446207472
dp,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bogus,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
buy,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
agrees,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
spied,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
view,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wotus,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
eight,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
loads,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
vip,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
worst,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
free,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
aaihs,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
dt,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
feces,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sigint,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bo,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
got,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
power,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
liar,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
shut,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cbhs,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cjr,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wsj,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,-0.0585446207472
none,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
runs,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ap,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,-0.0585446207472
ustr,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
day,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
admits,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
aap,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cdn,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
crazy,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mla,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ceo,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ri,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
course,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
npr,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
done,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
deals,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nih,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
dirigo,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mpd,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bbc,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
watch,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
facts,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
timeo,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
teens,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
c.krauthammer,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
ca:a,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
maga,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
honestly,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-0.0585446207472
s.t.f.u,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
videos,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
criminal-charge,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
h-2b,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump/putin,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
ac/dc,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
interesting,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
drowning,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
breaking,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
anything,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
looking,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
dismantling,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
working,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0585446207472
illegal,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
coke,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
good,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
thread,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
attempt,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nonsense,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
big,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
closed,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
dol,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
legal,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
reality,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
position,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
n,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
l,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
collusion,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
assassinated,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
questions,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
filthy,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cn,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
juvenile,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
work,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
open,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
meltdown,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
usg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
run,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trash,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wins,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
equality,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
traitors,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
dictatorship,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
courage,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
comedian,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gitmo,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
niggers,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
raunchy,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
disabled,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
accident,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
answers,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
traitor,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
insane,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
r,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ticked,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
support,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.0585446207472
q,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
aids,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
leaders,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wmc,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lie,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
exposed,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
isis,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
boys,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ignorant,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
auc,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
loyal,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
qualified,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
oppositions,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nnw,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
70s,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
f500s,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
michigan,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
rs=anti-pelosi,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
actually,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0585446207472
unfortunately,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0585446207472
surely,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0585446207472
clear,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
okla,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
concise,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
flint,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
belligerent,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
harvard,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
agencies,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
yale,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
acosta,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lashes,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cuz,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bergman,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ukraine,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
candid,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
clyde,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
monmouth,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
durant,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
manafort,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
assistant,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
white,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
paul,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
stone,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
deeper,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
calls,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
norton,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
leaks,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
annotated,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
flies,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
louisville,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ziplok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
miller,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fiance,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mr,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0585446207472
‘something,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.0585446207472
day1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
‘fox,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
‘draconian,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
spain..wow...it,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.0585446207472
